Gene Name	Distal101	Distal102	Distal103	Distal104	Distal2D001	Distal2D002	Distal2D003	Distal2fusion01	Distal2fusion02	Distal2fusion03	Distal2fusion04	Distal301	Distal302	Distal303	Distal304	Proximal101	Proximal102	Proximal103	Proximal104	Proximal2D001	Proximal2D002	Proximal2D003	Proximal2fusion01	Proximal2fusion02	Proximal2fusion03	Proximal2fusion04	Proximal301	Proximal302	Proximal303	Proximal304
eif3c	25.972	25.6	23.89	26.346	25.129	25.321	27.121	26.451	26.331	26.215	26.587	25.914	26.043	25.673	25.863	27.454	25.946	26.513	25.167	26.132	25.662	25.769	26.601	26.42	26.358	26.403	26.535	26.331	26.205	26.004
gsna	27.858	28.005	28.148	27.895	28.63	28.657	28.639	28.298	28.34	28.406	28.719	27.919	28.065	27.788	28.045	27.979	27.529	27.67	28.062	28.548	28.191	28.41	28.453	28.276	28.367	27.795	27.209	27.785	27.677	27.605
rpz	22.787	22.353	22.864	22.218	22.697	20.644	21.456	20.111	20.503	21.426	21.548	20.83	22.798	22.154	20.766	21.341	21.536	22.649	22.819	21.186	21.581	20.331	21.38	20.031	20.202	20.446	23.754	23.375	23.223	24.358
iars2	21.938	22.071	22.805	21.924	21.604	21.933	20.617	22.239	22.239	20.289	23.596	22.276	19.912	21.143	20.963	23.39	22.455	22.659	22.795	21.629	22.662	22.35	20.669	21.871	19.972	21.774	21.16	20.531	21.782	21.36
psmc3	25.171	25.978	27.973	25.284	25.733	24.24	26.185	23.651	23.078	23.058	25.01	26.491	26.098	26.27	26.491	24.117	24.785	25.974	26.071	23.888	24.815	24.133	25.01	23.807	24.42	23.909	26.325	26.317	25.121	26.203
pdia3	28.297	29.071	28.476	29.003	28.357	28.44	28.283	28.955	28.82	28.942	29.042	28.836	28.699	28.768	28.692	28.922	29.014	28.718	28.709	28.935	28.72	28.754	29.023	28.845	28.749	28.837	28.535	28.806	28.593	28.466
itgb3a	21.921	22.928	25.96	22.817	27.554	25.853	26.065	26.915	26.871	27.147	27.295	26.268	26.664	26.549	26.718	25.08	24.965	23.072	25.144	25.545	26.44	26.434	27.076	27.386	26.29	26.961	26.053	26.592	26.528	25.946
gars	23.105	24.773	21.943	21.373	26.105	25.136	25.383	26.477	26.66	26.437	26.445	26.119	25.811	26.26	25.638	21.933	26.447	25.561	22.306	25.904	25.899	26.084	26.271	26.227	26.635	26.277	26.444	26.606	26.676	26.422
hyou1	22.849	21.542	26.141	22.339	22.012	24.573	24.966	24.837	24.951	25.103	25.484	25.55	25.253	25.652	25.356	21.765	21.368	22.882	23.232	23.661	23.495	23.978	24.805	25.15	25.739	25.538	24.973	24.921	25.129	25.371
zgc:110283	25.824	24.881	25.876	26.018	25.782	25.409	25.4	26.17	26.337	25.764	25.907	24.478	25.531	25.329	25.213	22.379	22.41	24.04	24.847	24.895	26.654	24.508	25.648	25.686	25.853	24.345	24.488	24.714	25.185	24.288
cul1b	26.414	26.852	26.507	26.287	21.94	20.996	21.707	20.702	22.292	19.919	20.182	21.025	20.206	24.734	19.656	26.071	26.151	22.808	25.664	20.725	21.349	20.334	21.663	21.28	24.155	23.703	21.864	22.992	21.866	21.028
gga1	26.709	26.873	21.926	27.369	20.899	20.602	21.346	19.768	19.964	19.935	20.179	22.141	24.392	23.417	23.488	22.748	27.459	27.228	26.969	21.344	22.194	21.279	21.597	20.684	20.592	20.831	23.497	22.12	23.264	21.988
vtg6	21.618	22.47	23.127	22.766	22.44	22.477	20.319	24.844	25.042	25.443	25.441	26.135	25.994	25.893	25.605	21.608	25.519	22.785	23.053	25.726	25.707	26.003	27.338	25.517	26.726	26.034	27.679	27.084	27.147	26.762
zgc:92313	22.409	22.88	22.868	22.706	22.363	21.733	21.525	21.379	21.51	21.737	20.624	19.734	21.834	22.337	20.545	22.511	22.588	22.29	22.294	22.468	21.974	21.717	20.052	21.754	22.357	20.838	21.821	22.864	21.89	21.518
nfixa	22.249	22.822	21.619	21.829	21.933	20.223	19.099	21.939	24.404	20.436	21.516	23.512	23.599	23.252	22.808	21.443	23.096	23.226	21.975	21.102	20.948	20.824	24.625	24.824	20.746	22.841	24.664	24.253	24.135	23.829
ptgr1	25.746	21.979	24.221	24.756	25.471	25.496	26.056	26.346	26.344	26.269	26.188	25.789	25.96	26.088	26.008	26.64	25.055	24.572	23.361	25.456	25.432	25.491	25.891	26.102	26.202	26.225	24.752	24.488	24.816	25.743
srsf9	24.566	21.963	22.421	21.811	22.149	22.187	22.153	24.207	23.434	24.043	23.327	23.644	23.748	23.958	22.643	23.454	22.997	23.045	21.763	22.112	21.8	22.742	22.116	23.073	23.178	22.659	23.139	23.985	22.431	22.982
si:ch211-207i1.2	22.875	23.137	22.259	23.034	22.089	21.34	21.903	23.908	25.664	22.631	24.829	24.151	25.046	24.888	25.181	22.466	22.512	22.278	22.642	21.981	22.977	21.435	24.614	19.461	20.896	20.453	24.24	24.844	24.4	24.23
u2af2a	24.38	22.883	22.893	22.77	25.378	23.994	24.881	25.423	24.763	25.132	25.003	25.83	26.129	26.129	26.219	22.641	22.522	25.21	26.245	24.416	24.797	24.779	25.86	24.482	24.9	25.285	26.001	24.328	24.39	26.467
ano10b	25.773	25.922	23.658	21.499	23.324	23.548	26.053	28.735	28.641	28.743	28.735	19.577	20.417	20.535	19.497	23.14	22.948	21.955	22.062	26.779	26.533	26.94	28.663	28.923	28.79	28.683	22.189	21.774	20.717	21.429
hephl1a	22.893	21.662	22.912	22.315	21.898	20.441	21.893	20.342	19.243	21.188	20.188	21.567	21.432	21.392	20.131	23.043	22.752	23.356	22.996	21.752	20.041	22.545	21.04	20.086	21.693	19.751	19.724	21.107	20.57	20.775
stoml2	23.039	22.446	23.06	22.15	21.224	21.226	20.254	20.585	19.128	21.028	20.315	25.579	25.217	25.507	26.057	22.566	22.675	21.741	23.321	20.685	20.732	21.197	20.732	20.03	21.323	20.9	24.94	25.223	25.192	25.101
esyt1b	22.736	22.288	22.753	22.796	21.108	21.813	20.876	21.51	21.328	21.712	21.01	24.972	24.128	24.29	25.135	22.576	22.651	22.043	23.415	21.571	20.236	22.064	21.063	21.083	20.772	20.565	25.29	24.95	25.211	25.194
nhej1	22.378	22.909	22.389	22.815	22.813	22.388	20.794	19.162	19.769	21.441	20.769	19.995	20.627	20.68	21.511	22.995	22.141	22.987	22.027	22.795	22.25	21.839	20.733	21.176	19.952	20.508	21.615	19.689	20.777	20.478
fam169aa	22.8	22.927	22.817	22.966	21.371	20.901	20.546	20.228	19.552	20.055	20.442	20.908	22.649	21.319	19.921	22.802	23.106	23.316	22.218	19.742	20.382	20.786	20.662	21.202	20.238	20.956	20.85	22.785	21.058	23.694
zgc:158403	22.926	23.071	22.945	22.653	22.084	21.409	22.921	21.298	22.237	22.312	21.399	22.177	23.029	20.47	20.844	22.727	22.92	23.411	22.529	22.608	20.677	21.66	22.569	22.969	22.807	24.142	21.138	22.039	20.854	21.469
cpsf2	23.205	22.771	23.229	22.283	22.355	22.318	21.987	22.098	20.841	20.052	20.536	21.229	21.588	21.37	21.17	22.703	22.128	22.008	22.296	20.46	22.206	22.867	21.036	21.802	20.449	20.961	20.94	21.977	21.405	21.338
mars	22.255	26.271	26.275	22.719	22.658	22.991	21.454	24.723	25.481	23.296	24.464	27.025	25.877	25.915	26.538	24.932	21.795	22.201	23.04	19.945	24.73	22.532	25.144	23.723	22.691	25.233	25.419	25.924	25.534	25.273
	22.57	22.416	22.265	22.849	23.914	20.146	21.179	24.349	23.928	24.334	24.2	20.933	23.651	21.403	23.391	22.202	23.241	22.516	23.075	23.688	24.572	23.661	23.768	23.918	24.138	24.193	21.712	23.871	23.734	23.796
itpr2	22.204	22.834	22.585	23.138	21.382	21.857	20.875	20.559	19.696	20.503	20.651	23.605	23.196	23.864	23.375	23.151	21.574	22.28	23.709	22.75	23.318	23.622	21.043	19.904	19.708	20.112	21.641	23.357	23.344	23.659
hnrnpk	22.603	24.131	22.213	22.156	25.747	24.911	23.629	26.503	26.793	26.337	26.681	26.86	26.753	27.473	28.541	22.967	21.886	23.032	21.884	25.543	21.25	25.284	24.697	26.501	26.561	26.405	27.321	26.963	26.996	27.26
fuca2	22.546	25.953	22.618	22.482	21.99	21.618	23.605	23.873	23.85	24.946	23.803	26.332	22.841	26.149	25.418	22.19	22.86	23.068	22.407	22.039	21.518	23.935	25.769	23.052	24.724	23.407	25.664	25.7	24.682	24.94
si:dkey-40c11.2	22.422	22.959	23.893	22.104	21.604	22.418	22.328	22.337	22.476	22.521	23.009	20.674	20.765	20.25	20.869	21.863	23.2	23.708	23.943	20.096	22.007	19.854	23.465	23.057	23.667	23.684	23.172	20.528	23.068	22.795
glrx3	23.688	26.216	25.297	22.516	21.577	25.13	26.514	25.545	26.405	25.785	24.351	26.059	26.411	26.069	25.996	25.074	23.297	25.93	26.673	23.761	24.386	24.459	25.301	26.192	25.37	24.792	25.952	25.856	26.048	26.055
zgc:103601	22.175	23.236	22.56	22.457	21.656	21.658	21.461	23.715	20.647	24.103	23.428	22.07	24.079	21.872	23.966	23.283	21.85	21.864	22.924	20.403	22.511	20.563	20.669	19.74	22.44	22.138	23.541	23.588	23.679	21.633
ube2ka	22.456	22.294	22.434	22.329	24.695	24.636	24.802	25.565	25.677	25.933	25.868	25.676	25.864	25.718	25.733	27.645	27.932	27.936	28.197	21.994	21.938	20.054	25.945	26.335	26.411	26.568	27.082	27.308	27.111	27.03
cstf2	21.568	22.607	23.718	23.636	21.725	23.292	22.649	22.119	22.76	21.767	21.983	22.842	22.67	23.158	23.501	21.645	22.049	22.392	22.653	22.661	20.805	22.121	23.975	21.878	21.908	21.696	21.245	25.434	22.812	24.822
si:ch211-166a6.5	22.301	22.244	22.184	22.074	22.107	22.836	23.024	25.478	24.443	25.727	25.335	24.255	25.046	25.395	25.295	21.952	22.373	22.915	25.437	24.339	24.498	24.097	25.326	24.406	24.77	24.399	24.647	24.006	25.184	25.711
spra	26.327	25.337	26.599	26.336	27.111	27.656	26.75	27.319	27.878	27.058	27.146	26.059	25.771	26.166	26.554	25.027	25.564	25.512	25.523	26.437	27.144	27.071	26.633	26.744	27.054	26.705	26.828	26.504	26.87	26.66
c3a.3	21.972	22.639	22.469	22.364	22.805	21.523	21.497	20.024	21.423	20.061	21.133	22.066	21.241	21.87	20.608	22.909	22.13	22.641	22.712	20.999	22.015	20.204	19.987	19.97	21.472	19.442	24.603	23.752	24.089	24.109
zmpste24	22.375	22.583	21.568	21.447	22.298	21.135	22.344	21.56	22.601	22.446	22.704	20.436	20.848	20.46	22.021	23.243	22.906	22.701	22.374	21.278	20.734	20.507	22.272	21.951	21.087	22.984	20.292	21.455	22.975	22.542
ahctf1	22.15	22.46	22.312	22.204	21.266	21.243	21.516	19.307	20.287	20.189	21.375	21.301	21.017	20.669	20.366	23.338	22.943	22.359	23.806	22.311	21.096	22.077	21.103	20.281	20.348	21.108	20.663	21.166	21.542	21.516
eci1	22.003	24.927	21.978	23.799	23.966	24.101	23.586	24.668	24.254	24.95	24.228	23.82	24.484	24.827	24.312	21.916	23.605	25.503	24.096	24.318	24.599	24.539	24.752	24.307	24.411	24.637	24.477	24.733	24.73	25.009
sptbn2	26.792	26.806	26.795	25.565	24.437	26.913	25.113	27.471	26.243	26.393	27.409	27.262	27.659	26.142	27.284	25.539	25.961	26.267	25.511	26.532	26.739	27.213	27.804	27.16	27.549	27.809	27.759	26.958	27.83	27.432
cdh1	24.507	24.782	25.583	21.864	27.083	27.026	26.723	27.657	27.698	27.119	27.822	27.177	26.97	27.266	26.795	24.873	24.797	23.807	24.13	26.685	27.218	26.295	27.119	27.212	27.258	27.27	26.167	26.679	26.935	26.365
arl9	22.303	23.715	22.387	22.281	22.485	21.503	21.239	20.549	19.918	20.895	19.834	20.582	21.763	22.683	21.243	22.112	21.7	22.524	22.538	21.714	21.098	21.095	20.778	20.055	19.955	17.925	20.206	21.476	21.675	20.804
col10a1a	25.207	24.172	23.889	22.048	23.158	22.382	23.724	24.273	23.228	23.433	23.961	25.734	26.095	26.412	26.048	22.431	22.246	21.706	21.728	22.343	25.265	24.41	23.876	25.17	24.691	25.707	26.609	27.415	26.768	27.968
vps52	22.924	22.215	22.158	21.896	22.564	20.657	20.587	19.192	19.934	20.651	20.653	21.227	20.329	20.807	20.515	22.191	22.786	22.388	22.403	20.536	21.371	21.371	20.723	20.666	21.382	20.298	23.26	23.981	22.696	21.928
afap1l1b	22.405	22.493	22.01	22.206	20.647	21.13	21.915	21.379	21.733	20.318	21.487	20.37	20.908	21.281	21.167	22.954	22.503	21.482	21.507	21.795	21.808	22.39	21.157	22.404	21.314	21.336	21.877	21.167	22.384	21.392
si:ch211-207d6.2	22.277	21.613	22.314	22.847	21.895	23.393	20.903	23.438	24.78	23.822	24.138	21.279	22.627	20.889	20.3	22.99	22.565	23.906	23.905	20.462	21.05	21.801	23.784	24.248	23.38	22.911	21.098	21.101	22.055	22.356
higd2a	20.743	22.34	22.943	22.311	21.158	20.813	21.411	19.829	20.434	21.29	20.558	22.027	22.113	21.057	21.22	23.64	22.211	22.1	22.118	20.839	22.973	20.638	21.162	20.817	19.705	21.161	21.376	21.451	21.565	20.29
mthfd1b	25.653	26.317	26.766	22.179	24.449	26.198	25.218	26.368	26.057	26.538	26.203	26.271	26.775	26.654	26.617	25.68	25.984	24.75	22.926	26.007	26.926	26.711	27.06	26.736	26.714	27.033	27.087	27.348	27.349	26.932
khsrp	21.949	25.326	23.867	23.477	24.663	23.878	24.883	27.659	25.788	25.447	25.601	24.815	25.019	24.643	25.037	21.769	23.706	22.917	22.79	24.651	24.354	24.765	25.438	25.458	25.578	25.262	24.996	24.582	20.836	25.864
dmd	22.258	22.013	22.417	21.84	21.946	21.484	22.306	19.614	22.626	20.414	21.617	22.655	21.649	21.801	21.253	22.305	22.383	22.78	23.147	20.841	22.509	21.881	20.338	20.965	20.734	21.216	23.243	24.25	23.657	22.847
pgk1	26.504	26.208	26.542	26.083	26.407	26.686	26.98	26.816	27.183	27.368	27.208	27.144	27.211	27.285	27.326	25.907	25.799	27.03	26.109	27.231	26.988	27.048	27.198	27.48	27.279	27.487	27.235	27.359	27.339	27.091
gnav1	24.752	23.841	22.287	25.783	27.064	26.578	26.088	27.002	26.837	27.01	27.384	26.194	25.892	26.149	26.172	25.544	21.537	25.365	26.109	25.944	26.402	26.012	27.026	27.025	27.117	27.533	27.28	26.368	26.602	26.405
polr2b	22.11	22.413	21.955	22.159	22.535	22.24	21.291	20.895	22.91	20.53	20.854	21.312	21.521	20.372	22.353	22.836	22.242	23.14	21.542	21.125	20.956	20.565	22.305	21.75	20.413	21.169	21.421	21.458	21.09	20.854
tjp3	21.888	22.19	22.268	22.007	20.881	23.654	22.033	23.564	23.136	22.363	23.138	23.443	23.51	23.577	23.61	22.558	21.306	21.518	22.398	21.58	20.09	20.937	22.565	22.324	22.086	23.074	21.908	24.862	24.771	20.802
nmt1a	23.542	22.044	22.118	21.777	23.136	23.353	22.938	23.189	23.734	23.182	23.484	23.983	22.227	24.946	24.598	22.618	23.809	22.383	23.258	23.702	23.418	23.051	23.237	23.059	22.224	21.915	25.225	24.891	24.69	24.981
zgc:162509	23.31	22.342	21.893	23.486	21.484	22.806	21.514	19.757	21.186	21.02	19.873	20.148	21.615	20.949	20.075	22.271	21.944	23.253	22.184	20.791	20.847	20.939	19.687	21.386	20.757	21.575	21.629	21.107	21.278	21.751
h1fx	27.584	27.007	27.02	23.246	26.286	25.981	26.439	26.555	26.882	26.363	25.759	25.119	25.377	25.896	25.726	23.74	26.948	26.897	26.245	26.069	26.037	25.781	26.318	25.776	25.123	25.429	25.099	25.362	25.204	24.916
prelp	23.37	22.957	23.571	23.307	24.766	25.196	25.004	26.6	26.421	26.16	25.792	26.712	26.38	27.009	26.691	22.44	25.875	24.641	22.966	25.844	26.03	25.743	26.982	27.012	26.753	26.481	26.974	26.857	27.01	26.865
lrp1ab	22.133	22.442	23.335	22.03	21.541	23.199	21.639	20.703	21.025	21.265	19.874	22.481	20.078	22.727	21.733	21.609	22.787	22.166	22.404	22.791	23.123	21.22	21.305	20.843	20.414	20.942	21.42	20.467	20.619	21.835
psmd1	29.094	27.141	26.824	27.702	25.942	25.842	26.018	26.639	26.597	25.979	25.92	26.571	26.307	26.413	26.835	25.04	23.686	26.389	24.782	26.11	25.773	26.258	26.224	26.242	25.685	26.062	26.519	26.481	26.349	26.337
prpf6	24.054	22.316	23.395	24.014	21.761	21.43	21.976	21.474	21.708	19.702	21.576	23.049	22.653	22.108	20.29	22.301	22.646	22.957	22.894	22.309	22.703	21.668	18.214	20.035	20.34	20.099	20.843	21.514	22.809	21.858
tbl3	23.673	21.991	22.141	23.62	21.232	19.969	22.11	20.345	21.438	20.533	20.754	19.341	21.286	21.687	21.165	21.382	23.018	22.389	22.485	20.693	20.86	20.89	20.519	20.316	20.729	20.416	22.316	19.821	23.048	21.956
ap1g2	22.059	22.297	24.089	21.953	21.932	20.663	20.735	22.169	22.388	22.21	22.535	21.785	21.723	21.559	20.504	23.841	21.343	22.885	22.69	19.792	21.996	22.864	21.526	21.58	21.261	20.198	22.679	21.209	22.188	22.398
eif2a	22.649	22.151	23.702	22.563	23.201	22.882	20.518	23.516	23.619	23.402	23.344	22.82	21.049	23.798	21.785	22.612	22.237	22.471	22.418	21.772	22.473	23.077	23.226	23.256	23.263	23.213	24.953	21.157	22.557	20.689
sult6b1	24.491	21.93	22.066	21.397	21.483	21.769	21.82	23.074	22.834	23.163	22.815	23.508	23.921	24.65	24.423	25.314	23.134	24.994	24.606	24.058	20.686	24.466	22.928	23.457	23.154	23.058	24.173	24.815	24.226	24.002
myl9a	21.52	23.571	22.665	22.141	21.269	21.327	20.874	22.359	20.054	24.58	24.971	24.462	23.262	23.228	25.223	24.326	22.013	22.679	21.924	20.58	21.424	22.388	21.357	22.984	22.605	20.997	26.129	24.429	24.465	25.273
trim16	22.24	23.341	21.519	21.74	21.274	21.555	20.475	21.899	20.051	21.379	23.148	20.36	23.171	22.906	22.858	22.009	22.829	22.403	22.934	22.947	19.471	20.793	21.41	21.973	20.737	21.049	23.107	21.565	21.846	20.542
ly75	21.852	23.399	22.25	21.658	21.65	22.216	22.369	19.978	20.501	20.436	21.722	21.51	20.888	22.262	22.561	22.837	22.243	21.904	22.36	22.51	20.788	19.904	21.364	20.525	20.347	20.971	20.32	20.038	21.188	20.749
eif4h	26.235	25.191	28.273	22.605	25.55	25.965	27.083	26.534	26.123	26.399	26.072	26.856	26.976	26.798	26.658	22.698	22.755	22.925	22.595	26.523	25.991	26.071	26.385	26.045	25.94	26.665	26.561	27.114	26.92	26.846
col4a6	21.772	22.173	21.857	24.956	22.82	21.822	21.618	19.993	20.059	21.511	21.43	24.652	26.442	25.983	25.885	23.064	22.327	22.344	22.666	20.594	21.359	20.681	21.758	19.795	19.638	20.535	25.371	21.569	24.689	24.098
igf2bp2b	22.689	24.078	21.775	22.686	22.077	22.349	21.621	21.162	23.941	22.162	23.341	23.984	24.814	24.945	24.916	21.419	22.542	22.582	22.742	21.775	21.8	23.161	23.41	23.386	21.921	22.687	22.507	20.796	22.108	21.029
acss1	22.768	23.7	22.706	22.224	21.212	22.062	20.093	21.782	21.82	21.135	21.783	20.571	21.574	21.653	20.644	22.296	22.257	22.654	22.797	20.413	21.091	23.018	22.386	21.765	20.799	21.956	21.114	22.641	22.047	20.825
sqrdl	25.13	27.632	25.957	25.878	24.498	23.221	24.011	24.306	24.45	23.791	24.239	24.574	25.22	24.928	25.195	25.976	25.59	26.124	21.981	22.925	23.79	23.999	23.421	23.231	23.331	23.604	23.87	20.186	20.616	22.946
apbb1ip	22.321	22.099	22.785	23.413	21.742	20.927	21.222	21.634	21.745	21.906	22.078	22.604	22.001	20.123	21.129	23.178	21.742	22.731	22.875	21.18	21.719	22.586	21.144	22.631	21.852	21.603	20.704	21.703	21.531	21.375
lama4	25.55	25.148	25.84	26.088	23.653	24.994	25.381	25.677	26.191	25.644	26.428	26.437	26.378	26.3	26.405	26.073	26.726	25.95	26.979	25.128	26	26.008	26.634	26.708	26.676	26.963	26.775	26.956	26.957	26.606
mat2aa	23.472	22.685	24.102	24.738	25.603	25.985	25.509	26.123	26.594	26.281	25.903	26.043	27.047	25.875	26.559	25.22	22.796	22.787	24.548	26.068	26.065	25.494	25.973	26.243	26.291	25.138	25.723	26.04	26.101	25.601
nap1l4a	23.248	21.565	22.332	24.197	23.948	24.355	23.723	24.056	24.974	24.025	26.208	25.262	25.16	25.166	25.828	23.84	22.197	25.158	25.765	25.169	24.507	24.591	25.606	25.591	24.674	25.5	25.172	25.916	25.817	26.022
hadhab	22.795	23.605	24.719	23.182	21.674	21.305	20.313	25.357	25.25	24.795	25.93	25.889	26.551	25.075	26.953	22.076	22.442	21.961	26.621	24.242	25.125	24.913	25.006	26.257	25.479	26.444	27.455	26.462	26.917	26.441
aclya	23.483	22.279	23.499	22.714	21.773	25.612	21.106	25.897	25.902	25.602	26.161	25.726	25.785	26.09	25.925	22.878	22.517	22.865	22.075	24.93	23.979	25.614	25.189	25.533	25.326	25.512	25.602	25.016	25.766	25.75
tprkb	22.32	21.894	23.272	23.424	23.151	21.207	21.699	20.49	20.188	20.737	20.5	21.523	22.309	22.103	22.254	22.302	22.596	22.056	21.884	19.149	21.683	20.695	20.325	22.485	20.461	19.484	21.281	22.479	21.246	21.666
ap2a1	21.518	21.815	22.813	22.224	23.033	22.416	22.28	26.096	26.565	26.523	26.429	25.036	25.986	26.487	25.677	22.805	22.653	21.863	23.195	25.3	25.716	25.297	26.13	26.104	25.726	26.156	24.52	25.727	26.064	25.548
ahnak	32.604	32.755	32.548	32.645	32.62	32.535	32.659	33.159	33.174	33.222	33.215	32.466	32.417	32.498	32.42	32.28	32.183	32.524	32.319	32.854	32.781	32.814	33.031	33.096	33.195	33.245	32.427	32.398	32.419	32.392
xrcc6	22.496	22.725	23.51	21.395	20.532	21.278	20.778	22.669	20.893	19.741	21.447	20.71	24.306	23.536	23.331	22.385	21.801	23.188	22.058	20.518	19.896	21.861	20.633	21.533	20.403	19.893	21.166	18.805	21.552	22.941
gmppab	21.167	22.802	22.331	22.405	21.215	21.704	21.291	21.237	21.995	22.002	21.143	21.189	21.625	21.326	20.728	22.596	22.734	23.971	22.248	21.112	22.172	20.517	22.363	21.153	21.426	21.141	20.924	20.966	21.247	21.512
idh3g	23.39	22.359	21.518	21.033	22.471	21.628	22.209	24.503	24.205	24.578	24.528	23.267	24.373	24.424	20.9	22.316	21.899	22.039	22.704	24.395	24.497	21.274	23.907	24.147	24.683	24.038	25.032	24.167	24.452	25.221
psmd6	24.886	27.007	22.509	26.34	21.973	24.383	23.177	24.92	25.213	24.587	24.833	25.738	25.722	25.354	25.143	21.811	26.833	25.424	26.372	24.719	25.145	24.897	24.722	24	24.593	24.646	25.508	24.911	24.913	25.086
crip2	23.132	23.5	21.162	23.329	22.381	20.546	22.889	21.726	20.649	19.742	22.375	20.793	20.527	22.717	22.781	22.846	21.7	22.231	22.831	20.834	21.491	19.269	20.422	20.425	20.856	19.39	21.209	21.911	21.181	21.645
uap1	22.659	23.279	23.416	23.062	22.065	22.149	20.015	21.078	20.316	21.469	20.289	21.264	21.644	22.043	21.66	22.257	23.068	22.692	22.408	21.487	21.66	20.62	21.248	21.444	20.861	22.754	21.926	21.752	21.527	22.352
myof	22.833	22.83	23.154	22.574	24.442	24.461	24.986	25.708	25.931	26.162	25.758	25.645	25.953	25.781	26.046	24.211	21.881	22.821	22.007	25.018	23.443	24.84	26.208	25.58	26.15	26.327	25.826	26.231	26.107	25.979
gpia	23.589	25.404	24.578	25.562	26.248	26.362	25.969	27.065	26.967	26.928	27.071	26.848	26.984	27.348	26.726	25.45	25.616	24.571	24.768	27.002	26.734	26.533	26.365	26.492	26.418	26.137	26.959	27.136	27.289	27.137
stt3a	21.686	24.164	22.675	22.753	23.457	23.702	23.526	24.829	24.908	24.622	25.166	23.746	23.402	23.57	23.966	23.285	22.916	22.393	23.26	24.182	24.175	24.294	24.49	25.29	25.242	24.854	22.496	23.928	21.534	21.468
fubp3	22.666	23.512	22.851	21.569	22.183	22.069	21.743	24.835	24.545	25.699	25.325	25.141	25.437	25.12	25.393	22.498	22.08	21.988	21.005	21.449	22.367	21.207	24.346	23.935	24.566	24.825	24.332	25.092	24.698	24.45
ttna	22.666	22.359	21.688	22.58	22.643	21.622	21.502	21.757	21.287	20.635	20.688	20.963	20.859	21.761	23.324	22.571	22.556	23.254	20.821	19.591	20.862	20.932	21.172	21.376	20.003	21.23	24.506	25.491	24.596	24.587
tnks1bp1	21.669	21.563	22.682	22.581	21.309	21.846	22.31	21.488	22.188	22.153	21.424	21.714	21.525	21.089	20.2	22.649	22.688	20.975	22.513	21.958	20.386	21.577	20.749	21.653	22.051	20.373	19.744	21.802	21.187	22.024
ptpn11a	22.27	22.533	22.682	21.551	22.206	21.784	21.542	20.113	24.943	24.512	23.587	23.989	24.212	24.146	23.011	22.706	22.247	24.739	22.966	21.249	23.75	21.539	25.182	23.531	23.488	24.176	23.548	24.054	23.373	24.269
ilf3a	22.982	21.215	21.671	22.172	23.11	21.585	21.406	20.11	20.412	21.618	20.579	20.271	21.785	20.929	20.79	21.868	21.829	20.789	23.541	21.425	21.566	19.705	19.728	19.792	19.325	20.679	21.378	21.759	20.556	21.535
	21.359	23.42	22.281	22.907	22.967	20.884	21.014	20.557	20.528	21.322	20.8	20.854	20.529	21.612	21.544	22.785	23.136	22.499	22.476	22.16	21.816	22.042	20.125	20.805	21.01	20.728	21.936	22.129	21.589	20.807
	23.717	23.164	23.002	21.231	22.416	23.268	21.124	20.118	21.017	23.424	22.907	21.599	21.777	22.038	21.413	21.965	20.783	22.957	23.665	23.992	24.669	23.624	24.4	24.158	24.854	24.016	23.439	21.552	23.14	23.813
twf1a	23.238	22.695	24.503	23.666	24.786	24.824	23.651	20.246	23.531	23.588	23.663	21.47	22.615	23.298	22.132	23.728	20.591	24.886	22.929	24.095	23.767	24.185	24.165	23.699	22.812	23.47	23.732	23.923	23.202	24.077
	25.572	25.037	21.357	25.913	23.273	23.372	21.385	24.217	23.388	24.041	23.564	24.476	24.235	24.215	24.69	21.769	22.356	25.219	22.527	22.999	21.377	24.132	23.468	23.197	23.396	23.542	23.772	24.454	23.387	21.061
baiap2b	22.569	22.867	23.748	22.481	21.523	20.763	20.531	20.947	21.262	20.377	21.031	24.06	21.349	24.015	23.648	23.113	22.829	23.539	22.623	20.595	22.396	21.342	19.637	20.489	17.792	21.265	24.018	23.987	23.502	23.564
si:dkey-16p6.1	27.168	28.023	27.531	28.342	27.786	27.594	27.577	28.433	28.422	28.288	28.528	28.078	28.031	27.985	27.864	27.413	23.904	23.707	25.571	27.777	27.754	27.409	27.909	27.963	28.073	28.078	27.401	26.962	27.75	27.308
urah	21.829	21.73	22.584	21.716	21.1	22.537	21.009	20.704	19.701	21.339	20.762	24.449	24.583	23.13	23.268	21.947	23.43	22.462	22.363	20.101	20.586	21.516	22.904	20.828	20.191	20.958	20.593	20.784	21.288	21.249
cygb1	22.379	22.701	21.833	22.284	21.684	21.036	20.689	20.374	20.531	24.345	19.556	24.489	24.552	24.111	23.905	22.142	22.318	23.664	22.487	21.328	22.394	20.749	23.519	23.566	23.055	23.485	25.211	25.497	24.69	25.358
	23.173	22.701	22.391	23.104	22.761	21.778	21.367	22.502	22.155	22.131	22.453	22.935	22.688	23.053	21.509	22.61	23.559	22.92	22.465	21.587	21.614	22.241	22.002	22.111	21.199	22.262	20.12	21.073	23.001	20.591
agrn	22.612	21.713	23.196	22.525	22.134	22.742	22.41	23.806	23.796	24.104	23.953	23.413	22.916	23.027	23.437	22.74	22.791	22.514	22.519	22.874	22.232	22.671	21.823	20.49	23.461	22.529	21.815	21.329	21.237	23.014
