Gene Name	Distal101	Distal102	Distal103	Distal104	Distal2D001	Distal2D002	Distal2D003	Distal2fusion01	Distal2fusion02	Distal2fusion03	Distal2fusion04	Distal301	Distal302	Distal303	Distal304	Proximal101	Proximal102	Proximal103	Proximal104	Proximal2D001	Proximal2D002	Proximal2D003	Proximal2fusion01	Proximal2fusion02	Proximal2fusion03	Proximal2fusion04	Proximal301	Proximal302	Proximal303	Proximal304
pgls	22.477	22.309	22.628	22.386	22.957	22.06	22.131	22.995	23.017	22.791	23.138	23.843	23.592	23.242	23.586	22.306	22.371	22.61	22.549	21.131	21.027	20.697	22.15	22.886	22.543	22.67	21.727	20.875	23.511	22.156
sorbs3	22.281	23.015	22.49	22.183	21.889	22.375	22.702	22.39	21.376	23.117	19.798	22.296	22.991	22.526	23.307	21.896	22.471	22.347	22.476	22.191	21.083	20.209	21.424	20.418	21.24	22.304	22.695	21.65	21.64	21.814
rmdn1	26.521	26.38	27.72	27.513	25.367	25.268	25.598	25.498	26.323	25.469	26.228	24.38	24.845	25.022	24.654	26.943	22.2	26.58	26.07	25.389	25.199	24.924	25.747	25.08	25.68	25.508	24.942	25.138	25.482	25.147
limch1b	22.165	21.406	22.291	22.063	21.741	21.048	23.099	21.338	20.434	20.163	19.566	20.846	19.888	20.525	19.945	23.18	22.33	22.473	23.292	20.308	21.531	21.419	20.591	20.801	21.063	20.727	21.343	21.579	21.644	21.159
slc25a12	25.206	23.744	22.173	26.497	24.167	23.986	23.898	25.529	25.719	25.768	25.516	25.591	26.504	26.29	26.319	20.868	24.039	24.691	24.682	22.189	24.062	23.415	25.513	25.351	25.272	25.622	25.332	25.366	25.722	26.063
lrrc17	22.059	22.606	22.067	21.954	21.148	21.68	21.312	23.129	23.302	23.006	22.82	26.749	25.338	25.678	25.613	20.679	22.306	22.45	22.515	21.378	21.756	21.922	23.027	21.814	21.822	22.274	24.667	24.622	24.688	24.483
ist1	26.016	25.603	25.189	25.661	23.468	24.531	24.653	25.56	25.31	25.344	25.079	24.994	25.25	25.264	25.248	22.414	26.854	25	26.469	23.959	24.01	24.66	24.833	24.676	24.759	24.936	24.934	24.213	20.881	22.076
dctn1a	24.552	21.871	22.67	22.569	21.79	21.279	22.695	24.088	25.217	23.558	24.109	23.027	23.53	21.663	23.288	24.315	22.362	24.151	23.097	24.201	23.966	23.333	25.303	24.419	24.916	24.039	24.143	24.257	23.508	23.99
zgc:162634	22.654	22.417	21.774	21.656	21.738	21.251	19.836	20.469	21.507	20.568	21.447	22.18	21.585	20.57	21.175	22.879	22.395	22.505	23.386	20.768	20.851	21.676	20.889	20.808	21.119	20.091	19.854	21.182	22.702	22.015
pfdn4	21.771	23.204	22.337	22.23	23.555	25.183	23.278	22.703	23.481	23.569	23.767	23.528	22.911	23.913	21.619	23.468	22.318	22.536	23.196	23.355	23.852	24.345	26.375	23.758	23.053	22.944	21.27	24.033	23.472	23.772
nde1	22.326	22.648	22.65	22.548	23.045	21.333	20.537	20.584	20.735	21.315	22.102	19.76	22.228	21.618	21.828	22.376	23.17	22.462	22.738	20.825	21.099	21.226	20.936	20.424	21.071	22.115	20.492	20.225	21.937	20.589
lamb1a	23.454	22.514	21.79	23.045	23.751	23.798	23.575	23.784	23.555	23.789	23.658	24.782	24.428	20.901	24.333	23.595	23.746	23.611	23.493	21.964	26.132	24.107	23.179	23.64	23.459	21.924	21.196	20.597	20.278	21.501
	22.634	22.32	23.625	21.673	20.945	21.405	21.654	21.07	19.74	20.458	20.984	21.564	21.233	21.564	20.933	22.841	22.359	23.287	22.674	21.292	21.817	22.272	21.457	21.834	21.494	21.564	20.403	20.139	21.776	21.216
efr3a	27.035	22.204	22.817	23.542	22.572	21.802	21.208	21.314	19.741	20.682	21.804	24.248	24.66	24.586	23.772	22.429	22.965	26.784	22.385	20.584	21.614	20.413	21.159	19.726	21.482	20.39	20.969	23.582	23.749	21.522
aimp2	21.787	22.1	22.656	22.719	21.861	22.528	21.439	24.2	24.331	24.059	24.266	23.758	23.103	23.955	22.765	22.526	23.268	22.501	22.543	20.842	24.168	24.622	23.956	24.278	23.961	19.938	24.006	24.097	24.46	23.429
eif4bb	23.597	22.69	23.558	22.555	22.362	22.002	22.106	24.532	24.611	24.506	25.409	24.773	24.643	24.49	23.672	22.26	23.07	23.089	22.947	21.589	21.632	22.269	23.98	23.791	20.842	24.326	24.457	23.909	24.649	25.002
txndc5	26.065	24.534	25.463	25.241	26.239	26.431	27.294	27.309	27.047	27.127	26.993	26.368	26.777	26.909	26.525	25.916	25.837	26.154	26.508	26.921	26.917	26.85	27.16	27.152	27.345	27.172	27.18	26.784	26.856	27.096
abi1a	22.8	21.814	22.911	22.256	22.653	20.927	21.708	23.273	24.055	22.87	22.929	20.02	21.305	22.918	23.174	22.388	22.591	23.382	22.292	21.378	20.365	22.834	23.371	23.498	22.27	23.61	22.176	23.202	18.915	22.369
acsf2	22.641	22.365	21.193	23.473	21.035	22.195	21.95	24.031	25.116	24.771	24.915	25.224	25.258	24.789	24.367	22.365	22.525	23.19	21.626	21.397	23.966	21.469	24.371	24.131	24.559	23.308	24.801	24.054	24.966	24.911
ptpn23a	23.53	22.67	22.818	22.814	21.775	22.896	20.804	19.762	21.466	20.916	21.068	21.234	21.601	21.823	20.769	22.42	22.223	22.726	22.776	20.078	21.227	20.867	20.935	20.87	19.989	20.574	20.409	21.815	21.049	21.217
ube2v1	26.78	26.028	29.737	26.46	26.229	25.982	26.908	26.592	26.623	26.633	26.646	25.835	25.896	25.966	26.318	26.175	26.499	26.767	25.973	26.258	26.136	25.975	26.332	26.561	26.456	26.556	25.341	25.475	25.707	25.595
trip10b	22.892	21.83	22.366	21.065	22.572	22.278	21.186	20.587	20.633	20.643	21.138	23.879	22.991	23.327	21.467	22.451	22.388	22.662	22.337	20.975	21.513	20.923	20.318	20.536	20.31	20.448	21.736	21.034	21.981	21.152
acss3	21.198	23.624	22.736	22.719	22.472	20.283	21.087	21.426	21.614	19.42	19.366	21.673	19.962	20.572	21.902	22.376	22.809	22.37	23.715	21.273	22.305	21.384	22.283	20.48	20.09	20.181	22.754	23.04	21.824	23.971
zgc:86599	22.8	22.834	23.181	22.259	23.867	25.041	25.195	25.661	25.551	26.247	26.069	25.11	25.217	25.451	25.236	23.213	22.126	22.529	22.125	25.339	24.216	25.5	25.857	25.934	26.225	26.255	24.593	25.11	25.144	24.928
sun1	22.355	24.857	22.338	22.636	21.487	21.582	22.308	25.311	24.583	24.38	24.198	24.506	23.722	24.417	23.794	22.416	21.431	24.799	22.348	22.096	21.863	20.686	22.098	20.925	24.938	24.93	23.759	24.822	23.775	24.236
cd2ap	22.72	22.677	22.099	23.089	24.366	25.424	23.53	26.024	25.453	26.02	25.574	25.969	26.401	25.928	25.706	23.012	22.631	22.938	22.255	23.81	25.097	24.868	25.431	24.882	25.51	25.534	24.865	25.442	24.494	24.82
thumpd1	23.159	23.558	23.72	22.23	21.786	20.815	21.159	20.491	21.319	19.665	19.535	20.995	21.619	21.815	22.113	23.309	22.173	22.276	22.823	21.636	21.028	20.94	20.608	20.93	20.95	20.495	21.617	21.313	21.874	21.497
nansa	25.102	22.925	22.237	21.987	26.245	25.892	25.002	25.507	25.163	25.706	24.882	25.786	26.27	25.547	25.942	23.115	25.171	24.216	24.608	25.481	26.107	25.187	27.084	25.364	25.44	25.601	25.523	25.86	25.991	25.458
thbs4b	22.327	21.246	21.975	23.638	21.75	21.634	21.588	26.763	25.62	25.047	26.467	25.907	24.413	26.051	27.025	22.644	23.611	21.602	23.271	24.835	21.62	21.677	26.561	26.029	27.24	26.648	25.664	25.13	23.007	25.011
f13a1b	27.754	26.996	25.809	25.888	28.31	28.553	28.185	28.751	28.987	29.156	29.157	27.967	27.954	27.69	28.048	28.089	28.049	27.674	27.123	28.668	28.596	28.736	28.894	28.61	29.221	29.246	29.06	29.082	28.93	28.545
si:dkey-21e2.13	22.091	22.835	21.683	22.128	21.451	22.248	23.698	21.557	23.594	19.43	19.11	20.834	20.984	22.313	21.519	22.58	21.951	22.765	22.018	23.776	22.477	22.813	20.169	22.198	24.23	21.284	24.26	24.38	24.703	24.618
strn3	23.69	22.393	21.696	21.86	22.36	20.527	21.697	22.689	22.305	22.647	21.799	21.523	20.516	22.982	20.403	22.283	22.184	22.322	23.214	20.768	22.494	21.469	21.614	20.085	21.891	21.617	20.86	21.357	21.831	21.504
b2ml	22.228	22.755	22.89	21.563	20.891	21.154	21.512	24.944	24.953	21.339	20.844	24.187	24.113	24.133	24.02	22.445	22.087	23.714	23.488	24.228	24.879	25.072	20.786	22.102	20.871	18.881	23.651	24.237	23.237	22.092
aatf	21.969	23.167	22.829	21.576	21.874	21.213	20.419	20.789	20.375	22.003	20.378	24.383	22.693	21.388	20.74	22.859	23.429	22.107	22.42	21.384	20.67	21.487	20.664	19.418	20.43	20.681	21.646	21.846	22.906	21.158
dctn4	21.681	23.19	22.422	22.793	22.308	21.442	22.038	23.193	23.465	23.468	23.696	23.005	22.859	22.645	23.405	22.188	22.68	22.332	22.04	22.951	21.089	22.845	22.753	22.654	22.876	23.177	22.439	21.567	21.91	20.529
fam49bb	21.693	22.365	21.357	22.731	22.247	20.892	21.957	24.462	24.08	20.868	24.526	24.114	24.789	24.162	24.265	21.505	23.148	22.238	23.666	22.293	22.536	20.186	24.448	24.617	23.379	22.311	23.617	23.638	23.873	23.872
dars	22.872	26.135	25.443	26.07	26.156	24.715	24.103	26.326	27.113	26.727	27.245	25.746	25.789	25.779	25.747	23.694	25.508	25.273	25.452	25.987	25.988	25.771	25.883	26.308	25.873	26.176	25.51	25.545	26.132	25.8
clasp1a	22.811	22.131	22.957	22.316	21.354	21.62	21.506	19.801	21.336	21.701	20.428	21.953	23.366	22.782	23.158	22.684	21.84	22.813	22.758	20.395	21.682	21.072	20.405	21.077	19.368	21.296	21.605	21.356	22.196	21.559
ilvbl	22.41	23.717	22.813	21.232	21.337	22.94	21.732	19.801	20.162	20.954	20.47	22.664	22.716	23.372	22.289	22.234	23.088	23.266	21.473	20.832	22.205	21.365	20.71	17.908	19.781	19.816	20.648	22.943	21.627	23.09
ephx2	23.301	22.267	22.053	22.861	22.581	21.153	21.67	24.539	26.105	23.15	25.166	23.988	24.054	23.811	24.347	23.646	23.374	21.999	22.576	23.569	24.282	22.725	24.766	25.506	25.01	24.264	25.934	26.041	25.61	26.22
adsl	21.36	22.01	22.421	22.715	22.312	20.93	21.469	21.516	20.566	21.025	20.206	21.575	22.129	20.626	21.418	22.016	22.26	23.208	21.939	22.337	20.461	22.178	21.476	20.271	19.273	19.295	23.613	24.75	22.897	22.882
pfkpa	22.938	21.725	21.708	21.94	21.018	20.936	20.76	20.688	21.312	19.226	20.602	20.471	21.064	21.623	21.682	22.245	21.863	23.485	22.516	21.449	20.596	21.724	19.142	21.303	22.674	21.163	20.707	20.777	20.869	21.258
proca	22.796	21.737	23.309	22.315	21.849	21.327	20.638	21.664	20.456	19.399	20.646	22.848	23.427	22.264	23.232	22.149	23.56	22.405	22.029	22.48	22.265	20.867	20.891	22.289	21.133	21.066	23.209	23.545	23.248	23.67
arhgap1	22.046	22.905	22.406	21.589	21.681	22.544	22.43	22.389	20.68	22.364	20.806	23.952	24.353	23.204	22.768	22.732	22.612	22.021	22.315	21.992	22.221	23.412	21.488	21.13	22.279	22.693	22.91	23.722	21.155	23.751
vtg7	27.566	27.834	27.887	27.809	22.482	21.298	21.663	24.396	25.14	18.967	24.682	28.487	27.117	28.591	28.936	30.54	29.968	29.99	27.695	23.74	25.186	26.148	25.168	25.428	26.534	22.103	29.602	29.275	29.602	29.725
aoc2	21.706	22.846	23.112	23.219	22.358	21.771	21.948	22.771	22.663	22.76	22.789	23.458	22.783	23.091	23.575	21.907	22.422	22.747	22.629	22.784	21.156	22.372	23.618	22.608	20.266	22.008	23.603	22.857	23.234	22.864
zgc:163069	28.508	29.373	29.406	29.179	30.385	30.657	30.22	30.338	30.415	30.412	30.319	30.466	30.551	30.592	30.556	29.247	29.061	29.384	29.288	30.067	30.156	30.293	30.424	30.571	30.254	30.536	30.407	30.508	30.528	30.459
dhrs13a.3	23.284	27.417	23.65	22.3	22.511	24.506	22.267	25.732	25.585	25.722	25.392	25.751	26.362	26.598	26.063	23.133	21.758	21.448	22.662	25.249	26.011	25.507	25.873	25.96	24.991	25.863	26.503	27.259	27.154	26.572
snrpa1	22.394	22.448	21.617	23.018	22.193	20.871	20.926	24.746	24.176	24.636	24.665	25.094	25.056	25.088	25.037	23.414	22.36	22.563	21.766	20.319	21.766	20.499	24.733	24.761	24.6	24.577	24.594	24.52	25.71	24.632
zgc:110425	26.818	27.163	27.569	27.938	26.935	26.84	26.72	27.286	27.372	27.413	27.342	27.045	27.11	27.153	27.295	26.606	26.075	25.257	26.25	26.645	26.824	26.734	26.319	26.426	26.461	26.681	26.863	26.655	26.844	26.753
slc25a11	23.09	21.406	22.692	23.567	21.816	21.422	21.565	22.062	23.081	22.834	21.833	21.807	21.222	23.696	22.296	22.319	21.851	21.919	22.478	22.041	22.201	20.93	22.931	21.684	21.829	22.773	21.104	21.478	22.259	23.419
zgc:152816	23.621	22.971	21.604	21.496	22.26	21.352	21.159	21.37	20.914	20.727	22.111	24.047	23.974	24.48	24.501	21.929	22.15	22.502	23.033	22.009	21.625	22.416	20.05	21.138	20.576	20.643	23.614	24.763	23.913	24.307
psmd2	21.616	25.037	24.363	22.591	26.23	27.146	25.768	26.324	26.7	26.545	26.9	26.169	26.121	26.074	26.3	24.59	24.945	22.01	24.341	26.334	26.286	25.997	26.349	26.451	26.331	26.247	26.146	26.763	26.106	26.128
zgc:174637	22.676	22.83	23.262	21.483	22.393	23.57	24.816	24.568	24.553	24.399	23.739	24.631	23.564	24.247	24.025	23.597	22.281	22.299	22.895	24.685	24.545	24.59	24.711	25.261	25.79	25.753	25.674	25.53	25.706	25.819
nenf	24.906	24.015	24.461	23.005	25.399	25.279	25.444	24.983	24.672	22.862	24.755	24.172	25.071	25.233	24.892	22.665	22.325	24.64	23.747	20.902	21.082	21.539	23.043	24.201	23.154	25.646	22.885	22.62	24.587	23.62
si:dkey-183c23.1	21.603	22.087	21.635	23.172	22.686	21.455	21.131	24.063	24.145	24.082	24.057	24.047	21.645	21.983	24.737	21.348	22.477	22.426	22.809	21.536	21.874	22.075	24.256	24.11	24.501	24.259	22.994	23.444	20.959	23.454
gapdhs	28.672	28.427	29.196	29.12	29.119	29.751	29.152	29.979	30.134	30.068	30.046	29.144	29.349	29.48	29.506	29.296	29.337	29.546	29.455	29.569	29.594	29.84	29.921	30.127	30.093	29.616	29.336	29.762	29.429	29.551
	23.239	22.447	23.27	21.515	21.687	22.889	21.214	20.432	20.641	20.253	20.75	19.941	20.703	21.273	20.405	22.478	22.511	22.616	22.687	19.339	20.503	20.285	19.545	21.541	20.625	19.002	22.209	22.447	21.724	21.208
c1qbp	21.634	21.749	21.87	23.18	22.019	26.949	26.087	25.04	25.098	24.581	24.221	24.123	25.389	25.005	25.077	21.826	21.577	22.649	23.073	24.352	25.511	25.59	26.515	24.898	25.06	24.129	25.547	25.702	25.594	25.952
ubqln4	23.246	23.315	22.962	21.754	22.538	22.281	21.286	23.286	22.92	23.217	23.132	23.421	23.396	23.947	21.674	22.417	22.32	21.744	23.028	21.989	22.856	23.279	22.867	22.838	23.107	23.051	22.987	23.536	23.467	23.692
srm	23.735	22.432	25.978	25.123	26.071	25.718	25.789	26.696	26.091	26.553	26.216	25.729	25.753	25.273	25.649	21.918	22.899	22.463	22.668	25.778	26.263	26.295	26.068	25.721	26.279	25.603	25.168	25.234	24.977	25.079
rpz4	21.866	23.122	22.324	22.866	21.634	22.766	21.688	24.48	24.411	24.338	24.176	23.589	23.992	22.282	21.239	25.463	22.755	23.025	22.209	21.389	20.416	20.423	24.085	24.057	24.406	24.024	21.036	23.717	21.653	21.609
setb	26.822	25.217	25.527	26.48	22.053	22.797	25.402	26.587	23.823	25.727	24.914	26.951	26.648	26.708	26.508	25.139	26.834	25.402	26.516	22.779	23.022	24.568	23.954	24.37	25.151	25.117	25.795	25.961	25.997	25.849
si:dkey-65b12.6	25.105	25.34	24.719	23.771	21.994	20.163	22.421	25.644	25.418	25.63	26.041	23.448	24.126	21.344	25.705	25.395	25.302	22.885	25.159	23.82	23.608	24.298	24.544	24.707	24.628	24.962	23.782	24.001	24.139	24.628
prmt1	26.373	25.338	26.3	26.101	24.493	25.915	25.216	25.274	25.065	25.594	25.153	25.801	25.5	25.64	25.55	22.211	25.185	25.551	25.272	26.077	25.641	25.513	25.573	25.263	25.107	24.602	25.771	25.705	26.13	25.593
si:ch211-173p18.3	22.942	23.649	22.478	22.217	21.863	20.874	21.889	21.387	19.419	20.305	21.362	20.805	23.056	23.209	21.478	22.34	22.665	22.798	22.491	20.825	21.046	22.091	21.358	20.911	21.168	19.705	20.684	21.05	21.261	21.613
rad54l2	26.89	26.621	25.969	25.761	23.193	22.181	20.804	20.22	19.664	20.347	21.774	25.62	28.29	25.723	22.133	22.533	22.538	26.625	26.122	21.648	22.65	20.999	21.264	20.072	20.858	20.481	23.141	25.505	20.317	20.852
pepd	22.314	21.66	22.368	22.373	21.603	21.662	23.226	24.058	23.545	23.265	23.858	23.937	25.385	22.987	24.236	22.566	22.941	22.675	22.246	22.967	24.213	24.223	25.179	24.131	22.234	23.009	25.012	24.371	24.55	23.87
6-Sep	22.465	22.712	22.866	22.261	23.135	22.088	24.631	25.311	25.592	25.383	24.708	24.888	24.618	24.818	25.266	21.648	22.894	23.066	23.386	24.231	21.47	24.552	25.263	25.471	25.094	25.128	24.836	24.568	24.899	22.669
ddx1	22.357	21.647	23.447	22.769	21.899	21.758	22.085	20.621	19.429	20.079	20.922	24.137	24.252	24.428	24	22.378	24.638	23.02	22.291	20.222	21.588	21.625	20.853	20.388	20.624	19.606	23.995	23.687	23.641	24.422
galk1	22.848	23.269	23.092	23.36	20.965	21.881	22.793	21.363	21.336	20.481	23.766	23.918	24.057	21.639	22.564	22.947	22.519	22.656	23.249	20.132	20.983	22.072	19.26	22.565	22.99	22.64	23.047	20.638	20.684	22.788
mcts1	23.421	21.678	22.642	23.114	21.736	22.36	22.168	22.654	23.739	22.334	24.196	21.475	21.785	22.257	21.533	22.805	22.04	23.63	22.106	20.787	22.327	21.48	23.857	21.814	19.982	20.23	23.524	23.019	23.847	25.204
rock2b	23.07	23.277	22.68	22.998	21.39	20.972	20.154	20.512	21.999	20.525	19.441	21.736	21.698	20.008	23.651	22.717	22.334	22.192	22.259	22.455	21.573	20.923	19.943	20.171	22.028	21.076	20.821	21.217	20.232	22.655
scinla	22.627	21.908	22.401	22.54	23.578	22.995	23.368	22.887	23.417	23.277	22.908	20.473	21.195	21.657	21.121	22.592	22.078	22.477	22.304	21.228	22.685	22.941	23.639	23.834	23.229	22.567	21.78	21.102	23.256	20.252
myg1	22.664	22.975	22.863	22.579	24.116	24.467	23.981	25.169	24.541	24.834	24.442	24.536	24.419	24.935	23.943	22.989	23.268	22.229	21.463	24.389	24.54	24.784	24.639	24.691	23.568	23.664	24.688	24.884	25.333	24.637
prkca	22.389	22.352	23.277	22.295	21.814	21.906	21.466	20.735	20.866	20.688	20.113	21.728	21.094	21.025	21.193	22.942	22.125	23.382	23.597	21.35	21.843	21.736	20.696	21.018	21.835	20.944	20.094	20.859	21.886	21.745
spna2	27.265	25.993	26.36	26.548	28.67	28.107	28.918	29.834	29.867	29.907	29.803	29.597	29.927	29.77	29.882	28.835	29.23	28.947	29.929	29.986	29.902	29.997	30.486	30.439	30.417	30.534	30.179	30.147	30.355	30.328
actl6a	23.983	24.556	24.345	22.765	21.577	22.846	20.691	23.633	24.035	23.207	20.765	23.434	24.397	20.559	21.495	22.573	23.124	22.275	23.369	20.721	23.647	24.106	23.271	23.085	23.353	23.73	20.85	23.628	21.115	18.892
LOC101883883	22.845	24.802	22.221	23.187	23.37	22.698	21.518	24.772	23.777	23.63	20.043	23.591	23.624	25.097	24.079	22.103	21.932	23.243	22.482	22.119	21.707	23.172	19.847	23.064	23.244	20.11	21.983	21.145	21.894	22.251
guk1a	23.253	22.502	22.579	22.112	21.423	22.124	22.138	22.916	21.155	22.013	19.572	21.297	22.872	23.511	22.674	22.392	22.092	22.088	22.532	21.335	20.936	20.328	20.453	20.941	20.284	20.976	20.218	21.864	21.391	21.02
tln1	24.828	25.167	24.044	25.972	28.258	28.437	28.12	29.342	29.618	29.692	29.235	29.568	29.337	29.433	29.238	27.35	25.534	26.743	27.618	28.938	29.022	29.041	29.846	29.577	29.905	29.444	29.881	29.409	29.928	30.2
ggps1	22.212	22.395	22.677	22.476	21.738	21.195	20.399	19.978	19.455	20.632	18.892	24.705	23.675	23.427	23.858	22.14	22.138	22.242	22.203	20.961	21.434	20.239	24.254	19.025	19.808	21.849	23.119	24.167	24.064	24.058
usp14	22.564	22.882	21.235	22.575	22.39	24.123	25.424	24.564	24.002	23.18	23.839	24.483	24.287	24.554	24.241	24.258	21.261	22.287	25.431	24.051	24.697	24.513	23.275	23.62	23.591	24.142	24.167	23.958	24.217	24.688
ifih1	22.661	23.45	22.062	21.107	21.845	20.754	21.033	20.967	21.697	21.253	22.616	22.179	21.652	20.746	21.173	23.309	23.488	21.438	23.132	21.615	20.958	20.886	21.274	20.506	19.827	20.931	19.102	23.946	22.022	22.887
	26.8	28.029	27.978	27.795	28.603	28.694	28.623	28.83	28.715	28.811	28.957	28.328	28.36	28.243	28.325	27.88	27.129	27.133	27.657	28.57	28.726	28.486	28.415	28.339	28.396	28.576	28.043	28.251	27.996	28.33
ndufs3	21.24	23.102	23.836	21.95	21.71	23.851	23.524	24.143	24.191	23.981	23.903	24.54	24.35	24.812	24.529	22.187	23.452	23.595	21.942	24.328	23.967	23.777	24.459	23.655	23.647	24.043	24.27	24.239	24.056	24.152
blmh	23.804	22.7	22.627	22.304	21.366	22.483	21.093	19.482	22.496	22.633	22.856	22.182	21.722	23.762	21.513	21.997	22.324	23.365	22.85	21.474	19.93	22.532	21.668	22.96	22.824	19.876	23.144	23.46	22.84	21.793
matn4	22.398	22.427	23.182	22.525	21.69	21.831	21.324	22.27	22.376	22.566	19.285	26.052	23.475	25.186	24.4	22.154	22.376	22.468	22.498	20.673	19.882	21.321	24.235	24.554	24.322	24.488	24.629	26.007	21.917	25.863
rps27.2	22.612	22.879	22.14	23.09	23.281	22.687	22.87	23.161	23.098	23.366	23.313	23.348	22.632	22.902	22.522	22.199	22.033	22.518	23.458	23.509	23.368	23.658	25.132	23.519	23.536	23.808	21.162	23.211	23.325	23.17
sri	24.276	23.935	24.55	22.029	24.339	24.086	23.764	24.619	24.078	24.292	23.948	22.914	23.769	24.249	24.509	23.554	23.003	22.186	25.299	24.981	24.681	24.642	25.197	24.01	23.705	24.072	25.209	25.018	25.202	24.937
tubb4b	23.159	23.283	23.488	23.401	21.535	21.575	20.769	19.726	20.951	21.67	22.974	21.181	20.852	21.262	20.867	21.338	21.761	23.125	22.776	20.695	22.138	21.442	22.918	19.46	23.246	22.997	21.582	21.315	21.641	21.843
pof1b	28.247	26.438	26.697	27.62	28.993	29.194	29.442	29.614	29.459	29.457	29.479	28.691	28.785	28.695	28.584	27.71	27.534	26.186	28.354	29.402	29.24	29.129	29.501	29.561	29.53	29.427	28.743	28.61	28.698	28.8
LOC100331248	22.132	22.251	22.185	22.075	21.302	21.421	21.504	19.492	21.023	20.806	20.574	21.253	21.709	21.683	21.051	23.525	22.772	21.922	21.069	19.626	20.424	20.821	21.146	19.867	20.47	19.941	21.225	21.875	24.446	25.203
ak3	23.461	22.601	22.066	21.954	22.657	20.805	22.837	22.604	19.226	22.899	23.419	21.551	23.774	22.612	22.299	23.49	22.709	22.901	21.746	19.576	20.853	22.2	20.336	19.366	21.539	24.04	21.606	20.527	21.434	21.8
slc25a1b	22.176	22.696	23.118	23.025	23.041	21.472	21.032	21.386	19.398	19.303	20.515	26.049	24.827	24.226	24.059	23.292	22.341	22.84	21.29	21.922	21.247	21.427	23.613	22.715	20.342	21.828	24.224	25.755	25.816	25.757
dbt	22.059	21.287	22.771	22.672	22.797	21.419	21.315	21.55	20.435	21.225	20.192	22.86	20.831	23.267	22.92	22.382	23.342	22.485	21.385	22.07	21.943	22.182	23.24	21.61	20.975	20.716	20.149	23.41	23.267	22.882
rtn1b	22.754	23.83	23.217	23.126	22.861	20.593	23.759	21.696	18.967	22.689	24.232	23.107	24.154	24.4	20.948	22.096	20.85	22.765	22.649	22.845	23.021	23.063	23.272	23.117	24.441	23.807	22.009	20.053	22.652	22.164
ephx5	21.85	22.436	22.252	22.143	21.559	22.286	20.813	22.046	20.725	19.984	20.783	25.165	21.177	21.934	21.109	23.049	25.9	21.04	25.729	20.14	21.57	21.703	21.177	21.199	20.072	20.379	25.804	21.753	23.857	24.149
krt5	35.457	35.322	35.41	35.458	36.583	36.569	36.586	37.034	37.093	37.123	37.054	35.363	35.436	35.369	35.508	35.732	35.777	35.615	35.639	37.053	36.811	36.849	36.811	37.065	37.053	37.057	35.301	35.248	35.215	35.101
acot9.1	23.194	22.648	22.564	22.46	24.373	23.976	25.773	24.045	24.41	23.767	24.14	24.111	24.812	24.416	24.499	21.829	27.519	21.724	22.186	23.364	24.85	24.67	24.763	23.127	23.703	24.78	24.935	24.12	20.862	24.412
si:dkey-16p6.1	22.242	23.191	22.038	21.925	23.578	21.546	21.208	24.994	24.183	20.647	24.492	23.61	21.392	24.434	21.539	22.822	21.557	21.263	22.774	20.586	22.127	21.564	23.578	24.294	24.2	23.857	21.588	21.665	22.791	21.596
