id	logFC	AveExpr	t	P.Value	adj.P.Val	B
zgc:165571	-1.34926666666666	25.7946333333333	-2.27123188344854	0.0298283234835158	0.258220559892489	-4.40857675365567
carhsp1	1.20633333333333	22.6742333333333	2.26077814562108	0.0305370201104254	0.262050242342953	-4.42941264145176
wu:fc34e06	-2.33533333333333	23.8195333333333	-2.24189864045165	0.0318553490166293	0.268993404366951	-4.46686502784718
si:dkeyp-117h8.2	-1.22333333333334	22.847	-2.2406640156477	0.0319433137113422	0.268993404366951	-4.46930624058467
edc4	-1.07753333333333	23.0209666666667	-2.24009438974421	0.0319839718607045	0.268993404366951	-4.47043222546056
mpz	1.09226666666667	24.052	2.23765671327446	0.0321584903481145	0.269692794055779	-4.47524843824411
si:ch211-242b18.1	-1.40640000000001	22.416	-2.23156217558647	0.0325985516063238	0.270788351021172	-4.48727285708989
si:ch211-264f5.6	-1.1286	26.3259666666667	-2.21718708015062	0.0336579539787706	0.276764011546883	-4.51553932774026
ppa1b	-1.12920000000001	26.2595333333333	-2.20830190458921	0.034328067999699	0.280710406468453	-4.53294346143345
ube2l3a	-1.10526666666667	27.6325666666667	-2.19925874128313	0.0350223170200484	0.284027142426327	-4.55060408877809
cox5aa	-1.0576	26.5239333333333	-2.17725358598414	0.0367642977989083	0.292528860114224	-4.59335411876907
CT573337.1	1.38213333333334	22.2656666666667	2.14967488822095	0.0390562381195864	0.304205844139892	-4.6464793968044
crp2	1.06313333333333	22.4438333333333	2.13922039744189	0.0399577148146668	0.31000575478315	-4.66648539890732
gale	-1.09133333333333	23.4606666666667	-2.13815008505328	0.040051040518665	0.31000575478315	-4.66852944225344
LOC100538221	-1.5084	23.6712	-2.13740730372785	0.0401159208425349	0.31000575478315	-4.66994752651128
cope	-1.06653333333333	22.8934	-2.11755959163189	0.0418844536668682	0.317501395211233	-4.70770224480536
krt97	1.0362	30.9717	2.116878791934	0.0419463225380694	0.317501395211233	-4.70899255622821
glg1a	-1.61786666666666	22.4512666666667	-2.09243369465715	0.044222075105877	0.325380750893607	-4.75511444779953
pgm1	1.08706666666666	25.4225333333333	2.08398408486384	0.0450336882389165	0.328773491522884	-4.77096198160497
ranbp1	-1.03213333333334	26.2089333333333	-2.08191589938566	0.0452343349157693	0.32889595239249	-4.77483348227323
add3a	1.19233333333333	23.8491	2.06636788510264	0.0467681369971064	0.334233780124128	-4.80384415065344
zgc:101000	-1.2796	22.3659333333333	-2.06418132008113	0.0469874724767998	0.334233780124128	-4.80791064846987
hn1b	1.07966666666666	23.6909666666667	2.03973447489279	0.049502043458624	0.341425309088453	-4.85315051272385
